Load1;Ts_o_1;Ts_i_1;Tp_o_1;Tp_i_1;Load2;Ts_o_2;Ts_i_2;Tp_o_2;Tp_i_2;Load3;Ts_o_3;Ts_i_3;Tp_o_3;Tp_i_3
7.66825E-08;68.4;24.1;26.6;88.9;1.04937E-07;68.5;24.1;26.8;89;1.1703E-07;68.4;24.1;26.6;88.9
9.64404E-08;68.8;26.3;26;89.1;1.22484E-07;68.4;26.3;26.4;89;1.47184E-07;68.8;26.3;26;89.1
1.19732E-08;67.3;27.4;25.6;88;1.85312E-08;68.6;27.4;25.5;88;1.82634E-08;67.3;27.4;25.6;88
2.07783E-08;66.2;22.8;25.8;87.9;3.08798E-08;67.1;22.8;26;88;3.17111E-08;66.2;22.8;25.8;87.9
1.19045E-07;68.3;25.5;27.6;89.1;1.58016E-07;68.5;25.5;27.4;89.1;1.81808E-07;68.3;25.5;27.5;89.1
7.66888E-08;68.4;24.1;26.6;88.9;1.04954E-07;68.5;24.1;26.8;89;1.1704E-07;68.4;24.1;26.6;88.9
1.08376E-07;68.9;30.2;30.5;89;1.39468E-07;68.4;30.2;30.8;88.9;1.65409E-07;68.9;30.2;30.5;89
-1.25967E-12;69.3;40.1;37.6;86.6;-1.68236E-12;69.1;40.1;37.4;86.6;-1.92247E-12;69.3;40.1;37.6;86.6
1.69489E-08;68;23.6;27.1;87.6;2.50588E-08;68;23.6;26.6;87.6;2.58668E-08;68;23.6;27.1;87.6
2.9237E-08;68.3;22.4;25.8;87.8;3.89467E-08;68.3;22.4;25.9;87.8;4.46205E-08;68.3;22.4;25.8;87.8
2.69507E-08;68.5;22.2;25.5;87.8;3.59269E-08;68.5;22.2;25.6;87.8;4.11312E-08;68.5;22.2;25.5;87.8
-6.29836E-14;68.4;22.2;25.3;83.9;-8.41182E-14;68.4;22.2;25.4;83.9;-9.61234E-14;68.4;22.2;25.3;83.9
0;68.4;22.1;24.9;80;8.41182E-17;68.4;22.1;25;80;0;68.4;22.1;24.9;80
0;68.3;22;24.5;76.3;0;68.3;22;24.6;76.3;0;68.3;22;24.5;76.3
3.24743E-08;66.3;26.9;25.6;86.8;4.33124E-08;66.3;26.9;25.6;86.8;4.95612E-08;66.3;26.9;25.6;86.8
2.23214E-08;65.5;23.3;26;87.7;2.65897E-08;65.3;23.3;25.9;87.6;3.40565E-08;65.5;23.3;26.1;87.7
2.68373E-08;66.8;22.7;26;87.8;3.90981E-08;66.8;22.7;26;87.8;4.09486E-08;66.8;22.8;26;87.8
2.68058E-08;67.6;22.7;26;87.8;3.25537E-08;67.6;22.7;25.8;87.8;4.09005E-08;67.6;22.7;26;87.8
1.16583E-07;68.7;25.4;27.4;89.1;1.61212E-07;68.7;25.4;27.6;89.1;1.77915E-07;68.7;25.4;27.4;89.1
8.11921E-08;68.4;27;26.7;89;9.88388E-08;68.5;27;26.7;88.9;1.23903E-07;68.4;27;26.7;89
9.16537E-08;68.4;24.6;26.4;89;1.30341E-07;68.8;24.6;26.2;89.1;1.39879E-07;68.4;24.6;26.4;89
1.38501E-08;68.6;26.7;25.4;88;1.86069E-08;68.7;26.7;25.5;88;2.11568E-08;68.6;26.7;25.4;88
2.07153E-08;67;22.8;25.9;87.9;2.66402E-08;67.1;22.8;25.9;87.9;3.16246E-08;67;22.8;25.9;87.9
1.18951E-07;68.5;25.5;27.5;89.1;1.58251E-07;68.5;25.5;27.2;89.1;1.81558E-07;68.5;25.5;27.5;89.1
7.67077E-08;68.4;24.1;26.6;88.9;1.04954E-07;68.5;24.1;26.7;89;1.17078E-07;68.4;24.1;26.6;88.9
9.64971E-08;68.8;26.3;26;89.1;1.28188E-07;68.4;26.3;26.5;89.1;1.47271E-07;68.8;26.3;26;89.1
1.19795E-08;67.3;27.4;25.6;88;1.26766E-08;67.1;27.4;27.1;88;1.82731E-08;67.3;27.4;25.6;88
2.07279E-08;66.2;22.8;25.8;87.9;3.09134E-08;66.2;22.8;26;88;3.16342E-08;66.2;22.8;25.8;87.9
1.19127E-07;68.3;25.5;27.5;89.1;1.58209E-07;68.3;25.5;27.2;89.1;1.81933E-07;68.3;25.5;27.5;89.1
8.10599E-08;68.4;27;26.8;89;1.04963E-07;68.5;27;26.7;89;1.2372E-07;68.4;27;26.8;89
1.04162E-07;68.4;31.6;30.9;89;1.39527E-07;68.4;31.6;30.7;88.9;1.58969E-07;68.4;31.6;30.9;89
-1.25967E-12;69.1;39.8;37.4;86.6;-1.68236E-12;69.1;39.8;37.4;86.6;-1.92247E-12;69.1;39.8;37.4;86.6
1.87439E-08;68;23.9;26.7;87.6;2.5084E-08;68;23.9;26.6;87.6;2.86063E-08;68;23.9;26.7;87.6
2.8752E-08;68.3;26.2;25.1;87.8;3.89804E-08;68.3;26.2;25.9;87.8;4.38803E-08;68.3;26.2;25.1;87.8
2.58296E-08;66.7;23;25.8;87.8;3.59437E-08;68.5;23;25.6;87.8;3.94202E-08;66.7;23;25.8;87.8
-6.29836E-14;66.6;22.6;25.7;84;-8.41182E-14;68.4;22.6;25.4;83.9;-9.61234E-14;66.6;22.6;25.7;84
0;66.6;22.5;25.3;80.1;0;68.4;22.5;25;80;0;66.6;22.5;25.3;80.1
0;66.5;22.3;24.8;76.4;0;68.3;22.3;24.6;76.3;0;66.5;22.3;24.8;76.4
3.48803E-08;65.6;27.4;25.9;86.8;4.33293E-08;66.3;27.4;25.6;86.8;5.32427E-08;65.6;27.4;25.9;86.8
1.99028E-08;65;23.3;26.1;87.7;2.66066E-08;65.3;23.3;25.9;87.6;3.03654E-08;65;23.3;26.1;87.7
2.67932E-08;66.5;22.7;26;87.8;3.91149E-08;66.8;22.7;26;87.8;4.08909E-08;66.5;22.7;26;87.8
2.68247E-08;67.5;22.7;26;87.8;3.25621E-08;67.6;22.7;25.8;87.8;4.0939E-08;67.5;22.7;26;87.8
1.1839E-07;68.7;27.7;27.4;89.1;1.61414E-07;68.7;27.7;27.6;89.1;1.80683E-07;68.7;27.7;27.4;89.1
7.86476E-08;68.5;27.5;26.7;89;9.88977E-08;68.5;27.5;26.7;88.9;1.20029E-07;68.5;27.5;26.7;89
9.18112E-08;68.4;24.5;26.3;89;1.30425E-07;68.8;24.5;26.2;89.1;1.40119E-07;68.4;24.5;26.3;89
1.38186E-08;68.6;26.6;25.4;88;1.53263E-08;68.7;26.6;25.6;88;2.10991E-08;68.6;26.6;25.4;88
