Load1;Ts_o_1;Ts_i_1;Tp_o_1;Tp_i_1;Load2;Ts_o_2;Ts_i_2;Tp_o_2;Tp_i_2;Load3;Ts_o_3;Ts_i_3;Tp_o_3;Tp_i_3
9.7839E-08;68.8;44.8;21.4;1908;3.8385E-08;68.8;44.8;34.5;91.6;2.89829E-08;69.5;45;45.4;89.9
6.94877E-09;69.8;50.2;50.4;90.7;1.68197E-08;69.6;50.2;48.9;89.9;1.40329E-08;69.6;54.1;54.8;89.6
3.55836E-09;69.5;54.1;54.9;89.7;1.05292E-08;69.6;54.1;54.9;89.7;8.17609E-13;68.2;57.9;58.9;86.8
8.19333E-14;68;56.5;57.2;87.1;1.57844E-12;68.4;56.5;60.2;87.2;1.36268E-16;66.3;56.7;56.6;83
4.09667E-18;66;55.4;55;83.4;1.85699E-16;66.5;55.4;57.9;83.4;0;64.4;55.5;54.4;79.2
0;64.2;54.3;52.8;79.6;0;64.6;54.3;55.6;79.6;0;62.6;54.4;52.3;75.6
0;62.3;53.2;50.8;76;0;62.8;53.2;53.4;76;0;60.8;53.3;50.3;72.2
0;60.6;52.2;48.9;72.6;0;61;52.2;51.4;72.5;0;59.1;52.3;48.4;69
0;58.8;51.1;47.1;69.2;0;59.2;51.1;49.3;69.2;0;57.4;51.2;46.6;65.9
2.11572E-08;55.5;47.5;48.4;74.2;0;57.6;47.5;47.5;66.2;0;55.9;50.3;44.9;63
3.9192E-08;46.4;33.8;83.3;140;0;56.1;33.8;45.8;63.3;0;54.4;49.3;43.4;60.4
6.15946E-08;46.3;33.6;82.6;141;0;54.6;33.6;44.2;60.7;0;53;48.4;41.9;57.9
7.19801E-08;48.7;35.2;80.1;166;0;53.1;35.2;42.7;58.2;0;51.6;47.5;40.5;55.6
6.84909E-08;47;34.6;82;141;0;51.8;34.6;41.3;55.8;0;50.3;46.7;39.2;53.4
7.50173E-08;48.8;35.2;79;174;1.04204E-07;48.4;35.2;74.9;95;0;49;45.8;38;51.4
1.17165E-11;49.2;37.6;84.8;139;1.64344E-10;46.2;37.6;80.7;87.7;0;47.8;45;36.9;49.4
1.63867E-15;48;37;80.8;132;-1.85699E-14;45.1;37;76.8;83.6;0;46.7;44.3;35.8;47.6
-4.09667E-18;46.8;36.5;77.1;125;9.28497E-17;44;36.5;73.3;79.7;0;45.6;43.5;34.8;45.9
0;45.7;35.9;73.6;119;0;43;35.9;70.1;76;0;44.5;42.8;33.8;44.3
0;44.6;35.4;70.3;113;0;42.1;35.4;67;72.6;0;43.5;42.1;32.9;42.8
0;43.6;34.9;67.2;107;0;41.1;34.9;64.1;69.4;0;42.5;41.4;32.1;41.4
2.75032E-07;68.8;47.1;-218.4;10747;3.90935E-07;54.7;47.1;56.3;1454;4.41299E-07;60.2;29.9;54.2;796
2.05424E-07;69.6;47.8;-71;8023;3.13499E-07;54.3;47.8;63.9;90;6.03532E-08;68.3;17.3;20;90
1.84733E-07;68.6;46.5;-13;5169;7.27245E-08;67.3;46.5;33.4;98.4;1.17154E-07;68.5;33.2;29.6;672
2.61187E-08;69.2;44.3;46.5;153;9.60576E-08;66.2;44.3;44.5;105;1.19682E-07;67.9;40.7;42.1;512
8.02963E-08;65.8;48.8;53.5;197;8.30178E-08;66.4;48.8;53.7;102;9.83679E-08;69.1;50;25.2;733
5.9203E-08;51.9;35.7;72;126;6.64182E-08;67.1;35.7;55.7;98.2;3.24386E-08;63.8;45.4;25.2;314
3.77889E-08;45.1;31.8;84.2;141;4.38046E-08;54.2;31.8;68.2;116;3.96213E-08;46.8;23.2;48.5;807
7.18899E-08;45.2;32.1;82.2;142;7.31674E-08;42.6;32.1;83.1;114;6.48227E-08;53.2;23.8;31.4;687
4.34759E-08;45.7;32.6;84;141;7.55425E-08;43.6;32.6;82.2;107;6.65983E-08;80.9;24;29.3;1029
8.31578E-08;45.8;32.8;81.9;142;7.49705E-08;41.4;32.8;83.6;125;9.98982E-08;49.4;24.3;61.7;1115
6.92881E-08;46.2;33.3;82.6;142;9.18348E-08;42.2;33.3;83;120;9.99908E-08;72.5;24.3;53.9;1182
8.9368E-08;49;34.9;77.9;190;7.4874E-08;45.9;34.9;81;99.2;9.2045E-08;59.2;24.4;50.6;1357
6.96261E-08;48.8;36.8;82.5;142;7.37291E-08;46.5;36.8;80.8;95.6;8.90253E-08;60.8;24.5;58.5;1162
8.75576E-08;47.8;35.4;81.6;142;1.25744E-07;43;35.4;82;121;1.17744E-07;58.6;25;-78.7;1334
7.48223E-08;48.1;35.9;82.2;142;9.66379E-08;44.5;35.9;81;118;1.13257E-07;50.4;24.7;17.3;2121
8.7191E-08;50.6;36.9;77.5;209;8.26826E-08;47.6;36.9;79.8;99.1;1.19323E-07;69.1;24.9;-194.2;1997
7.35556E-08;49.3;37.3;82.4;143;1.18506E-07;44.4;37.3;81.3;113;1.13639E-07;64.1;25;1.6;2550
7.68469E-08;48.2;36;82.4;142;9.29982E-08;42.7;36;83.2;129;1.13897E-07;56.2;25;50.2;1584
5.8992E-12;49.5;38.1;84.7;138;1.39275E-12;45.3;38.1;82.1;102;6.17295E-11;66.9;24.9;3.1;406
8.19333E-15;48.2;37.5;80.9;131;-9.28497E-15;44.2;37.5;78.3;97;5.45072E-14;64.9;24.7;4;299
-4.09667E-17;47.1;36.9;77.1;124;2.78549E-17;43.2;36.9;74.7;92.3;2.72536E-17;63;24.5;4.8;150
0;45.9;36.4;73.6;117;-9.28497E-19;42.2;36.4;71.4;87.8;0;61.1;24.3;5.6;140
0;44.9;35.8;70.4;111;0;41.3;35.8;68.2;83.6;0;59.4;24.2;6.3;133
0;43.8;35.3;67.3;105;0;40.4;35.3;65.3;79.7;0;57.8;24;7;126
3.04193E-07;69;49.5;-249.5;11030;4.57098E-07;60.9;49.5;25.5;4108;5.74524E-07;57.1;30.8;49.9;1914
2.33338E-07;70.3;51.3;-201;9909;3.88044E-07;51.6;51.3;68.2;336;4.24339E-07;58.6;32.7;63.7;90
2.11538E-07;69.7;50.2;-97.4;8211;1.73635E-07;61.1;50.2;51.6;90;2.89814E-07;62.7;37.7;58.6;90
1.59314E-07;68.5;49.3;3;4253;1.23006E-07;65.2;49.3;45;111;6.92024E-08;69;42.7;42.5;385
4.21674E-08;64.5;48.4;2.2;335;1.01987E-07;65.6;48.4;51.9;108;1.08335E-07;68.6;49.9;47.3;772
8.252E-08;47.5;35;81.8;143;1.0096E-07;65.3;35;54.7;109;9.1192E-08;53.6;28.2;60.5;1067
4.94091E-08;47.2;34.7;83.7;142;8.33855E-08;66.2;34.7;55.8;106;8.79543E-08;55.1;24.4;49.5;1111
6.88445E-08;46.8;34.1;82.5;142;8.10299E-08;52.4;34.1;69.9;123;8.32953E-08;61.7;24.3;30.2;1253
7.84889E-08;46.6;33.8;82.2;142;9.45107E-08;40.1;33.8;83.7;141;7.91731E-08;74.5;24.3;27.8;1639
5.85467E-08;47.5;35;83.2;142;9.81263E-08;40.7;35;83.6;139;1.10099E-07;63.9;24.6;46.5;1624
1.07141E-07;47;34.3;80.7;143;7.20198E-08;40.4;34.3;84.4;141;1.04471E-07;64.7;24.9;54;1263
9.5397E-08;50.5;36.5;76.4;253;1.14422E-07;42.3;36.5;82.6;128;1.19736E-07;58.9;25.1;34.7;2056
6.89076E-08;49.6;37.7;82.7;143;8.2885E-08;45.2;37.7;82.1;107;1.17564E-07;59.1;25.1;53.2;1833
6.6663E-08;48.3;36;82.9;142;1.3543E-07;42.6;36;82.2;128;1.20768E-07;52.3;25.1;42;1455
8.54683E-08;47.5;35.1;81.8;142;1.07366E-07;43.8;35.1;82;123;1.32393E-07;60.8;25.2;51.9;1358
9.73069E-08;48.4;36.2;81.3;142;1.00721E-07;46.2;36.2;81.4;106;1.14353E-07;65.7;25.4;29.6;2057
9.72803E-08;48.4;36.2;81.2;142;1.32141E-07;42.4;36.2;82.2;133;1.41779E-07;65;25.3;41;2399
9.62569E-08;48.7;36.6;81.3;142;8.99193E-08;42;36.6;83.8;141;1.25572E-07;65.2;25.4;25.6;2629
6.47273E-11;49.7;38.3;85.4;139;1.85699E-12;41.6;38.3;83.4;136;-4.43553E-10;63.7;25.5;0;1186
4.09667E-15;48.5;37.7;81.4;132;-9.28497E-15;40.7;37.7;79.6;129;-1.36268E-16;61.9;25.3;0;462
